2024-05-28 09:28:58,929 INFO    MainThread:1155607 [wandb_setup.py:_flush():76] Current SDK version is 0.16.5
2024-05-28 09:28:58,930 INFO    MainThread:1155607 [wandb_setup.py:_flush():76] Configure stats pid to 1155607
2024-05-28 09:28:58,930 INFO    MainThread:1155607 [wandb_setup.py:_flush():76] Loading settings from /home/ubuntu/.config/wandb/settings
2024-05-28 09:28:58,930 INFO    MainThread:1155607 [wandb_setup.py:_flush():76] Loading settings from /home/ubuntu/21thanh.ht/imbalanced_dynamics/source/wandb/settings
2024-05-28 09:28:58,930 INFO    MainThread:1155607 [wandb_setup.py:_flush():76] Loading settings from environment variables: {}
2024-05-28 09:28:58,930 INFO    MainThread:1155607 [wandb_setup.py:_flush():76] Applying setup settings: {'_disable_service': False}
2024-05-28 09:28:58,930 INFO    MainThread:1155607 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program_relpath': 'source/train_cifar10_noaccel.py', 'program_abspath': '/home/ubuntu/21thanh.ht/imbalanced_dynamics/source/train_cifar10_noaccel.py', 'program': '/home/ubuntu/21thanh.ht/imbalanced_dynamics/source/train_cifar10_noaccel.py'}
2024-05-28 09:28:58,930 INFO    MainThread:1155607 [wandb_setup.py:_flush():76] Applying login settings: {}
2024-05-28 09:28:58,930 INFO    MainThread:1155607 [wandb_init.py:_log_setup():527] Logging user logs to /home/ubuntu/21thanh.ht/imbalanced_dynamics/source/wandb/run-20240528_092858-ocaqgx3e/logs/debug.log
2024-05-28 09:28:58,930 INFO    MainThread:1155607 [wandb_init.py:_log_setup():528] Logging internal logs to /home/ubuntu/21thanh.ht/imbalanced_dynamics/source/wandb/run-20240528_092858-ocaqgx3e/logs/debug-internal.log
2024-05-28 09:28:58,930 INFO    MainThread:1155607 [wandb_init.py:init():567] calling init triggers
2024-05-28 09:28:58,930 INFO    MainThread:1155607 [wandb_init.py:init():574] wandb.init called with sweep_config: {}
config: {'learning_rate': 0.1, 'architecture': 'VGG11', 'dataset': 'CIFAR-10', 'epochs': 20, 'deterministic': False, 'imb_degree': '0.1'}
2024-05-28 09:28:58,930 INFO    MainThread:1155607 [wandb_init.py:init():617] starting backend
2024-05-28 09:28:58,930 INFO    MainThread:1155607 [wandb_init.py:init():621] setting up manager
2024-05-28 09:28:58,932 INFO    MainThread:1155607 [backend.py:_multiprocessing_setup():105] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2024-05-28 09:28:58,935 INFO    MainThread:1155607 [wandb_init.py:init():629] backend started and connected
2024-05-28 09:28:58,939 INFO    MainThread:1155607 [wandb_init.py:init():721] updated telemetry
2024-05-28 09:28:58,950 INFO    MainThread:1155607 [wandb_init.py:init():754] communicating run to backend with 90.0 second timeout
2024-05-28 09:28:59,702 INFO    MainThread:1155607 [wandb_run.py:_on_init():2344] communicating current version
2024-05-28 09:28:59,853 INFO    MainThread:1155607 [wandb_run.py:_on_init():2353] got version response upgrade_message: "wandb version 0.17.0 is available!  To upgrade, please run:\n $ pip install wandb --upgrade"

2024-05-28 09:28:59,853 INFO    MainThread:1155607 [wandb_init.py:init():805] starting run threads in backend
2024-05-28 09:29:04,370 INFO    MainThread:1155607 [wandb_run.py:_console_start():2323] atexit reg
2024-05-28 09:29:04,370 INFO    MainThread:1155607 [wandb_run.py:_redirect():2178] redirect: wrap_raw
2024-05-28 09:29:04,371 INFO    MainThread:1155607 [wandb_run.py:_redirect():2243] Wrapping output streams.
2024-05-28 09:29:04,371 INFO    MainThread:1155607 [wandb_run.py:_redirect():2268] Redirects installed.
2024-05-28 09:29:04,372 INFO    MainThread:1155607 [wandb_init.py:init():848] run started, returning control to user process
2024-05-28 09:32:53,987 INFO    MainThread:1155607 [wandb_run.py:_finish():2052] finishing run emthanh-org/cifar10-learning-dynamics/ocaqgx3e
2024-05-28 09:32:53,987 INFO    MainThread:1155607 [wandb_run.py:_atexit_cleanup():2292] got exitcode: 0
2024-05-28 09:32:53,987 INFO    MainThread:1155607 [wandb_run.py:_restore():2275] restore
2024-05-28 09:32:53,987 INFO    MainThread:1155607 [wandb_run.py:_restore():2281] restore done
2024-05-28 09:33:02,603 INFO    MainThread:1155607 [wandb_run.py:_footer_history_summary_info():3920] rendering history
2024-05-28 09:33:02,604 INFO    MainThread:1155607 [wandb_run.py:_footer_history_summary_info():3952] rendering summary
2024-05-28 09:33:02,609 INFO    MainThread:1155607 [wandb_run.py:_footer_sync_info():3879] logging synced files
