2024-05-27 15:38:42,171 INFO    MainThread:793514 [wandb_setup.py:_flush():76] Current SDK version is 0.16.5
2024-05-27 15:38:42,172 INFO    MainThread:793514 [wandb_setup.py:_flush():76] Configure stats pid to 793514
2024-05-27 15:38:42,172 INFO    MainThread:793514 [wandb_setup.py:_flush():76] Loading settings from /home/ubuntu/.config/wandb/settings
2024-05-27 15:38:42,172 INFO    MainThread:793514 [wandb_setup.py:_flush():76] Loading settings from /home/ubuntu/21thanh.ht/imbalanced_dynamics/source/wandb/settings
2024-05-27 15:38:42,172 INFO    MainThread:793514 [wandb_setup.py:_flush():76] Loading settings from environment variables: {}
2024-05-27 15:38:42,172 INFO    MainThread:793514 [wandb_setup.py:_flush():76] Applying setup settings: {'_disable_service': False}
2024-05-27 15:38:42,172 INFO    MainThread:793514 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program_relpath': 'source/train_cifar10_noaccel.py', 'program_abspath': '/home/ubuntu/21thanh.ht/imbalanced_dynamics/source/train_cifar10_noaccel.py', 'program': '/home/ubuntu/21thanh.ht/imbalanced_dynamics/source/train_cifar10_noaccel.py'}
2024-05-27 15:38:42,172 INFO    MainThread:793514 [wandb_setup.py:_flush():76] Applying login settings: {}
2024-05-27 15:38:42,172 INFO    MainThread:793514 [wandb_init.py:_log_setup():527] Logging user logs to /home/ubuntu/21thanh.ht/imbalanced_dynamics/source/wandb/run-20240527_153842-wwe9439u/logs/debug.log
2024-05-27 15:38:42,172 INFO    MainThread:793514 [wandb_init.py:_log_setup():528] Logging internal logs to /home/ubuntu/21thanh.ht/imbalanced_dynamics/source/wandb/run-20240527_153842-wwe9439u/logs/debug-internal.log
2024-05-27 15:38:42,173 INFO    MainThread:793514 [wandb_init.py:init():567] calling init triggers
2024-05-27 15:38:42,173 INFO    MainThread:793514 [wandb_init.py:init():574] wandb.init called with sweep_config: {}
config: {'learning_rate': 0.1, 'architecture': 'VGG11', 'dataset': 'CIFAR-10', 'epochs': 20, 'deterministic': False, 'imb_degree': 1}
2024-05-27 15:38:42,173 INFO    MainThread:793514 [wandb_init.py:init():617] starting backend
2024-05-27 15:38:42,173 INFO    MainThread:793514 [wandb_init.py:init():621] setting up manager
2024-05-27 15:38:42,176 INFO    MainThread:793514 [backend.py:_multiprocessing_setup():105] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2024-05-27 15:38:42,178 INFO    MainThread:793514 [wandb_init.py:init():629] backend started and connected
2024-05-27 15:38:42,181 INFO    MainThread:793514 [wandb_init.py:init():721] updated telemetry
2024-05-27 15:38:42,185 INFO    MainThread:793514 [wandb_init.py:init():754] communicating run to backend with 90.0 second timeout
2024-05-27 15:38:42,962 INFO    MainThread:793514 [wandb_run.py:_on_init():2344] communicating current version
2024-05-27 15:38:43,406 INFO    MainThread:793514 [wandb_run.py:_on_init():2353] got version response upgrade_message: "wandb version 0.17.0 is available!  To upgrade, please run:\n $ pip install wandb --upgrade"

2024-05-27 15:38:43,407 INFO    MainThread:793514 [wandb_init.py:init():805] starting run threads in backend
2024-05-27 15:38:47,166 INFO    MainThread:793514 [wandb_run.py:_console_start():2323] atexit reg
2024-05-27 15:38:47,166 INFO    MainThread:793514 [wandb_run.py:_redirect():2178] redirect: wrap_raw
2024-05-27 15:38:47,166 INFO    MainThread:793514 [wandb_run.py:_redirect():2243] Wrapping output streams.
2024-05-27 15:38:47,166 INFO    MainThread:793514 [wandb_run.py:_redirect():2268] Redirects installed.
2024-05-27 15:38:47,167 INFO    MainThread:793514 [wandb_init.py:init():848] run started, returning control to user process
2024-05-27 15:40:44,404 INFO    MainThread:793514 [wandb_run.py:_finish():2052] finishing run emthanh-org/cifar10-learning-dynamics/wwe9439u
2024-05-27 15:40:44,404 INFO    MainThread:793514 [wandb_run.py:_atexit_cleanup():2292] got exitcode: 0
2024-05-27 15:40:44,404 INFO    MainThread:793514 [wandb_run.py:_restore():2275] restore
2024-05-27 15:40:44,404 INFO    MainThread:793514 [wandb_run.py:_restore():2281] restore done
2024-05-27 15:40:53,648 INFO    MainThread:793514 [wandb_run.py:_footer_history_summary_info():3920] rendering history
2024-05-27 15:40:53,654 INFO    MainThread:793514 [wandb_run.py:_footer_history_summary_info():3952] rendering summary
2024-05-27 15:40:53,670 INFO    MainThread:793514 [wandb_run.py:_footer_sync_info():3879] logging synced files
